2020-40-25 19:40:46 [main] INFO  SeleniumDemoTest:32 - Driver initialization
2020-48-27 21:48:04 [main] INFO  TestService:57 - Closing threads within webDriverThreadPool
2020-48-27 21:48:07 [main] INFO  WebDriverThread:52 - Driver has been closed
2020-48-27 21:48:07 [main] INFO  TestService:60 - Thread closed
2020-55-27 21:55:09 [main] INFO  TestService:46 - Requesting driver
2020-55-27 21:55:09 [main] INFO  TestProperties:40 - Properties from tests.properties are obtained
2020-55-27 21:55:09 [main] INFO  WebDriverThread:66 - OPTIONAL PROPERTY: FIREFOX
2020-55-27 21:55:09 [main] INFO  WebDriverThread:67 - Specifying driver (default is 'FIREFOX')
2020-55-27 21:55:09 [main] WARN  WebDriverThread:75 - No driver specified, defaulting to 'FIREFOX'...
2020-55-27 21:55:09 [main] INFO  WebDriverThread:90 - Current Browser Selection: FIREFOX
2020-55-27 21:55:09 [main] INFO  WebDriverThread:91 - Current Operating System: WINDOWS 10
2020-55-27 21:55:09 [main] INFO  WebDriverThread:92 - Current Architecture: amd64
2020-55-27 21:55:09 [main] INFO  WebDriverThread:93 - Remote execution: false
2020-55-27 21:55:10 [main] INFO  WebDriverManager:1140 - Reading https://api.github.com/repos/mozilla/geckodriver/releases to seek geckodriver
2020-55-27 21:55:11 [main] INFO  WebDriverManager:984 - Latest version of geckodriver is 0.26.0
2020-55-27 21:55:12 [main] INFO  Downloader:167 - Using binary driver previously downloaded
2020-55-27 21:55:12 [main] INFO  WebDriverManager:1113 - Exporting webdriver.gecko.driver as C:\Users\QaLight\.m2\repository\webdriver\geckodriver\win64\0.26.0\geckodriver.exe
2020-55-27 21:55:19 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-55-27 21:55:21 [main] INFO  TestService:46 - Requesting driver
2020-55-27 21:55:21 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-55-27 21:55:21 [main] INFO  TestService:46 - Requesting driver
2020-55-27 21:55:21 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-55-27 21:55:22 [main] INFO  TestService:46 - Requesting driver
2020-55-27 21:55:22 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-55-27 21:55:22 [main] INFO  TestService:46 - Requesting driver
2020-55-27 21:55:22 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-55-27 21:55:23 [main] INFO  TestService:46 - Requesting driver
2020-55-27 21:55:23 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-55-27 21:55:24 [main] INFO  TestService:46 - Requesting driver
2020-55-27 21:55:24 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-55-27 21:55:24 [main] INFO  TestService:57 - Closing threads within webDriverThreadPool
2020-55-27 21:55:26 [main] INFO  WebDriverThread:53 - Driver has been closed
2020-55-27 21:55:26 [main] INFO  TestService:60 - Thread closed
2020-56-27 21:56:44 [main] INFO  TestService:46 - Requesting driver
2020-56-27 21:56:44 [main] INFO  TestProperties:40 - Properties from tests.properties are obtained
2020-56-27 21:56:44 [main] INFO  WebDriverThread:66 - OPTIONAL PROPERTY: CHROME
2020-56-27 21:56:44 [main] INFO  WebDriverThread:67 - Specifying driver (default is 'FIREFOX')
2020-56-27 21:56:44 [main] INFO  WebDriverThread:70 - Desired driver is 'CHROME'
2020-56-27 21:56:44 [main] INFO  WebDriverThread:90 - Current Browser Selection: CHROME
2020-56-27 21:56:44 [main] INFO  WebDriverThread:91 - Current Operating System: WINDOWS 10
2020-56-27 21:56:44 [main] INFO  WebDriverThread:92 - Current Architecture: amd64
2020-56-27 21:56:44 [main] INFO  WebDriverThread:93 - Remote execution: false
2020-56-27 21:56:46 [main] INFO  WebDriverManager:615 - Using chromedriver 80.0.3987.106 (since Google Chrome 80 is installed in your machine)
2020-56-27 21:56:46 [main] INFO  WebDriverManager:1113 - Exporting webdriver.chrome.driver as C:\Users\QaLight\.m2\repository\webdriver\chromedriver\win32\80.0.3987.106\chromedriver.exe
2020-56-27 21:56:51 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-56-27 21:56:55 [main] INFO  TestService:46 - Requesting driver
2020-56-27 21:56:55 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-56-27 21:56:56 [main] INFO  TestService:46 - Requesting driver
2020-56-27 21:56:56 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-56-27 21:56:58 [main] INFO  TestService:46 - Requesting driver
2020-56-27 21:56:58 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-56-27 21:56:59 [main] INFO  TestService:46 - Requesting driver
2020-56-27 21:56:59 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-57-27 21:57:00 [main] INFO  TestService:46 - Requesting driver
2020-57-27 21:57:00 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-57-27 21:57:01 [main] INFO  TestService:46 - Requesting driver
2020-57-27 21:57:01 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-57-27 21:57:07 [main] INFO  TestService:46 - Requesting driver
2020-57-27 21:57:07 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-57-27 21:57:07 [main] INFO  TestService:42 - In TestService BeforeClass
2020-57-27 21:57:07 [main] INFO  TestService:46 - Requesting driver
2020-57-27 21:57:07 [main] INFO  WebDriverThread:45 - Driver has been obtained
2020-57-27 21:57:07 [main] INFO  TestService:57 - Closing threads within webDriverThreadPool
2020-57-27 21:57:08 [main] INFO  WebDriverThread:53 - Driver has been closed
2020-57-27 21:57:08 [main] INFO  TestService:60 - Thread closed
